srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
1000734720,6885,2511044096,80,3,3,2.966982,1052,824,31,29,2,2,2,2483.331543,2000.686279,8,10,255,255,2595624169,2592556940,132,82,0,0,34180.02578,930.837188,1421927440,1421927443,423.793866,329.604438,0.000689,0.000534,0.000155,0,0,0,0,0,4,6,9,5,4,1,1,0,0
1000734723,9246,2511044104,80,3,3,2.809813,1052,824,31,29,2,2,2,2622.238525,2112.596191,8,10,255,255,506043945,507127613,132,82,0,0,33131.71219,879.683437,1421927440,1421927443,401.234562,312.139,0.000703,0.000554,0.000149,0,0,0,0,0,4,5,5,6,4,1,2,0,0
1000734728,34443,2511044103,80,3,3,6.091215,1052,824,31,29,2,2,2,1209.61084,974.518188,8,10,255,255,2818913347,674577038,132,82,0,0,72142.82126,1905.209625,1421927437,1421927443,870.099982,676.74925,0.00061,0.000467,0.000143,0,0,0,0,0,5,4,4,5,5,1,1,0,0
1000734728,62042,2511044101,80,3,3,7.64781,1052,824,31,29,2,2,2,963.413086,776.169922,8,10,255,255,2041010314,4187551429,132,82,0,0,88050.59611,2360.78475,1421927436,1421927443,1092.383,849.696,0.000692,0.000538,0.000154,0,0,0,0,0,5,6,11,5,5,1,1,0,0
1000734721,50168,2511044098,80,3,3,12.428,1052,824,31,29,2,2,2,592.854797,477.631134,8,10,255,255,3453880781,1309612590,132,82,0,0,144944.8282,3806.7035,1421927431,1421927443,1775.270857,1380.828875,0.000678,0.000535,0.000143,0,0,0,0,0,3,3,3,6,3,1,1,0,0
1000734725,43467,2511044104,80,3,3,10.367127,1052,824,31,29,2,2,2,710.707947,572.579041,8,10,255,255,2446397423,302113882,132,82,0,0,122640.7179,3256.80425,1421927433,1421927443,1480.958536,1151.843875,0.000673,0.000527,0.000146,0,0,0,0,0,3,5,5,5,3,1,1,0,0
1000734720,31813,2511044098,80,3,3,10.929884,1052,824,31,29,2,2,2,674.115112,543.098145,8,10,255,255,2206397966,62095877,132,82,0,0,127361.8745,3433.0265,1421927432,1421927443,1561.261036,1214.372375,0.000668,0.000528,0.00014,0,0,0,0,0,4,3,3,5,4,1,1,0,0
1000734721,10862,2511044101,6881,3,3,0.037953,1540,1644,31,29,4,4,0,304376.4688,327352.25,16,18,255,255,118433063,143562036,96,91,0,0,153.034966,4.304342,1421927443,1421927443,2.498267,2.171,0.001239,0.001045,0.000194,0,0,0,0,0,7,4,11,6,3,1,4,0,0
1000734721,7401,2511044101,6881,3,3,0.027114,1540,1644,31,29,4,4,0,426052.9688,458213.4688,16,18,255,255,2268010361,146302745,96,91,0,0,109.632422,2.86359,1421927443,1421927443,1.7178,1.532529,0.001889,0.00106,0.000829,0,0,0,0,0,7,4,11,6,3,1,4,0,0
1000734723,55084,2511044096,53,1,1,0.166605,130,162,31,29,0,0,1,3121.155029,3889.439209,2,2,0,0,0,0,65,81,0,0,0,0,1421927443,1421927443,0.004,0.004,0,0,0,0,0,0,0,0,3,5,9,6,2,1,1,0,0
1000734724,48190,2511044102,6881,3,3,0.08713,1540,1644,31,29,4,4,0,132583.4844,142591.5313,16,18,255,255,121015048,2314967138,96,91,0,0,374.271845,11.355622,1421927443,1421927443,5.7328,5.095647,0.000991,0.000503,0.000488,0,0,0,0,0,3,3,8,5,3,1,3,0,0
1000734725,23099,2511044105,62846,1,1,0.001689,520,304,31,29,0,0,0,1847246.875,1079928.875,4,4,0,0,0,0,130,76,0,0,0.616833,0.284495,1421927443,1421927443,0.441667,0.207667,0,0,0,0,0,0,0,0,2,2,5,5,1,1,2,0,0
1000734722,21003,2511044105,80,3,3,22.198818,1052,824,31,29,2,2,2,331.909546,267.401611,8,10,255,255,3900525568,3897416293,132,82,0,0,264692.3325,6968.653,1421927421,1421927443,3171.130143,2466.475,0.000673,0.000533,0.00014,0,0,0,0,0,6,3,5,7,6,1,1,0,0
1000734727,50602,2511044096,80,3,3,21.873175,1052,824,31,29,2,2,2,336.850952,271.38266,8,10,255,255,4196332410,2052053413,132,82,0,0,258941.93,6871.3955,1421927421,1421927443,3124.416214,2430.28525,0.000741,0.000596,0.000145,0,0,0,0,0,4,6,9,5,4,1,1,0,0
1000734728,64516,2511044098,80,3,3,20.457491,1052,824,31,29,2,2,2,360.161469,290.162659,8,10,255,255,2828847588,684578295,132,82,0,0,242826.6267,6385.79,1421927423,1421927443,2922.419643,2272.99375,0.000688,0.000542,0.000146,0,0,0,0,0,5,3,3,5,5,1,1,0,0
1000734721,34663,2511044101,80,3,3,20.853247,1052,824,31,29,2,2,2,353.326263,284.655914,8,10,255,255,503461168,504567587,132,82,0,0,246456.1634,6486.775,1421927422,1421927443,2978.852214,2316.96675,0.000685,0.000545,0.00014,0,0,0,0,0,3,6,11,6,3,1,4,0,0
1000734722,58325,2511044096,80,3,3,27.442144,1052,824,31,29,2,2,2,268.492126,216.309631,8,10,255,255,2983815695,839524955,132,82,0,0,325628.079,8612.739,1421927416,1421927443,3920.013286,3049.0605,0.00075,0.000587,0.000163,0,0,0,0,0,6,6,9,7,6,1,2,0,0
1000734727,8200,2511044100,80,3,3,26.605263,1052,824,31,29,2,2,2,276.937683,223.113754,8,10,255,255,3408009726,3409107063,132,82,0,0,317480.5092,8357.5975,1421927417,1421927443,3800.567,2956.07525,0.000743,0.000579,0.000164,0,0,0,0,0,4,3,3,5,4,1,1,0,0
1000734722,10056,2511044096,6881,3,3,0.05101,1540,1644,31,29,4,4,0,226465.3906,243560.0781,16,18,255,255,2458919449,2226878181,96,91,0,0,210.240438,5.755138,1421927443,1421927443,3.324667,2.940177,0.001217,0.001026,0.000191,0,0,0,0,0,1,2,9,7,1,1,2,0,0
1000734727,60165,2511044102,80,3,3,2.252992,1052,824,31,29,2,2,2,3270.318115,2634.71875,8,10,255,255,3071430721,3076713824,132,82,0,0,24287.87389,643.86575,1421927441,1421927443,321.67258,250.268672,0.000721,0.000566,0.000155,0,0,0,0,0,4,4,8,5,4,1,1,0,0
1000734724,32481,2511044101,80,3,3,10.782184,1052,824,31,29,2,2,2,683.349548,550.537842,8,10,255,255,2266396864,122105182,132,82,0,0,128778.1494,3387.1755,1421927433,1421927443,1540.246679,1197.96075,0.000672,0.000532,0.00014,0,0,0,0,0,2,6,11,5,2,1,1,0,0
1000734729,34127,2511044097,80,3,3,9.960735,1052,824,31,29,2,2,2,739.704407,595.939941,8,10,255,255,601011051,2747556693,132,82,0,0,116400.1387,3128.86625,1421927433,1421927443,1422.865464,1106.686875,0.000702,0.000545,0.000157,0,0,0,0,0,3,3,3,4,3,1,2,0,0
1000734724,22269,2511044105,80,3,3,16.696325,1034,824,31,29,2,2,2,433.628357,355.527344,8,10,255,255,755978428,2906635059,129,82,0,0,198732.003,5239.1825,1421927426,1421927443,2385.135929,1855.08575,0.000686,0.000548,0.000138,0,0,0,0,0,2,3,5,5,2,1,1,0,0
1000734723,10741,2511044104,80,3,3,26.564104,1052,824,31,29,2,2,2,277.366791,223.459442,8,10,255,255,3468010495,3464923292,132,82,0,0,316109.4113,8346.7445,1421927417,1421927443,3794.723429,2951.503,0.00073,0.00057,0.00016,0,0,0,0,0,4,5,5,6,4,1,2,0,0
1000734726,50778,2511044096,80,3,3,22.006037,1052,824,31,29,2,2,2,334.81723,269.744171,8,10,255,255,1870951435,1872040276,132,82,0,0,262242.1137,6909.7495,1421927421,1421927443,3143.414429,2445.05325,0.000691,0.00055,0.000141,0,0,0,0,0,4,6,9,4,4,1,1,0,0
1000734722,1643,2511044101,80,3,3,23.296978,1052,824,31,29,2,2,2,316.264191,254.796997,8,10,255,255,3240525783,1092062010,132,82,0,0,277694.9433,7313.3815,1421927420,1421927443,3328.060143,2588.4915,0.00068,0.000548,0.000132,0,0,0,0,0,6,6,11,7,6,1,1,0,0
1000734720,63485,2511044102,53,1,1,0.00113,146,178,31,29,0,0,1,516814.1563,630088.5,2,2,0,0,0,0,73,89,0,0,0,0,1421927443,1421927443,0.011,0.008,0,0,0,0,0,0,0,0,7,3,8,5,1,1,1,0,0
1000734724,52969,2511044102,6881,3,3,0.076966,1540,1644,31,29,4,4,0,150092.25,161421.9219,16,18,255,255,2266398040,175360532,96,91,0,0,321.607256,7.00245,1421927443,1421927443,5.1072,3.675353,0.015285,0.014481,0.000804,0,0,0,0,0,3,3,8,5,3,1,3,0,0
1000734725,21523,2511044105,111,1,1,0.004543,568,304,31,29,0,0,0,750165.125,401496.8125,4,4,0,0,0,0,142,76,0,0,1.711436,1.413035,1421927443,1421927443,1.218667,1.007667,0,0,0,0,0,0,0,0,2,2,5,5,1,1,2,0,0
1000734727,31613,2511044101,80,3,3,1.542397,1052,824,31,29,2,2,2,4776.97998,3848.555176,8,10,255,255,3431429508,3432518453,132,82,0,0,17195.99066,484.031187,1421927442,1421927443,220.280576,171.316219,0.000697,0.000543,0.000154,0,0,0,0,0,4,6,11,5,4,1,2,0,0
1000734728,2032,2511044102,80,3,3,3.369798,1034,824,31,29,2,2,2,2148.496826,1761.529907,8,10,255,255,266043761,267118916,129,82,0,0,37415.68958,985.545,1421927440,1421927443,481.102411,374.362563,0.000674,0.000527,0.000147,0,0,0,0,0,5,4,8,5,5,1,2,0,0
1000734725,21542,2511044100,80,3,3,16.867229,1052,824,31,29,2,2,2,436.823364,351.925018,8,10,255,255,2841366051,697104677,132,82,0,0,200049.585,5299.213,1421927426,1421927443,2409.5445,1874.0715,0.000714,0.000572,0.000142,0,0,0,0,0,3,3,3,5,3,1,1,0,0
1000734722,49150,2511044103,80,3,3,6.700934,1052,824,31,29,2,2,2,1099.548218,885.84668,8,10,255,255,313527832,2464233551,132,82,0,0,79478.46048,2097.65,1421927436,1421927443,957.094536,744.485688,0.000713,0.000556,0.000157,0,0,0,0,0,6,4,4,7,6,1,2,0,0
1000734723,45797,2511044099,80,3,3,15.715037,1052,824,31,29,2,2,2,468.850311,377.727386,8,10,255,255,1415977235,1417017768,132,82,0,0,187700.2017,4937.5425,1421927428,1421927443,2244.854214,1746.0545,0.000684,0.000542,0.000142,0,0,0,0,0,4,1,1,6,4,1,1,0,0
1000734725,10230,2511044096,80,3,3,11.88349,1052,824,31,29,2,2,2,620.019897,499.516571,8,10,255,255,1488495036,3639205733,132,82,0,0,141470.8581,3725.744,1421927431,1421927443,1697.57675,1320.328625,0.000666,0.000527,0.000139,0,0,0,0,0,3,6,9,5,3,1,1,0,0
1000734729,54017,2511044097,80,3,3,12.394734,1052,824,31,29,2,2,2,594.445984,478.913055,8,10,255,255,1188493536,1189704778,132,82,0,0,147409.2728,3886.695,1421927431,1421927443,1770.58025,1377.134,0.000665,0.00052,0.000145,0,0,0,0,0,3,3,3,4,3,1,2,0,0
1000734726,14412,2511044101,80,3,3,11.651845,1052,824,31,29,2,2,2,632.346191,509.447205,8,10,255,255,3813880384,1669596641,132,82,0,0,138995.7628,3660.665,1421927432,1421927443,1664.472607,1294.58775,0.000699,0.00055,0.000149,0,0,0,0,0,4,6,11,4,4,1,1,0,0
1000734720,2639,2511044096,80,3,3,14.255907,1052,824,31,29,2,2,2,516.838379,416.388794,8,10,255,255,168494131,169637783,132,82,0,0,168053.2869,4477.9385,1421927429,1421927443,2036.389357,1583.9285,0.00069,0.000545,0.000145,0,0,0,0,0,6,8,16,7,6,1,1,0,0
1000734722,10056,2511044096,6881,3,3,0.05101,1540,1644,31,29,4,4,0,226465.3906,243560.0781,16,18,255,255,2458919449,2226878181,96,91,0,0,210.240438,5.755138,1421927443,1421927443,3.324667,2.940177,0.001217,0.001026,0.000191,0,0,0,0,0,9,12,16,7,5,1,5,0,0
1000734724,22336,2511044102,80,3,3,0.174755,1052,824,31,29,2,2,2,42161.88281,33967.55469,8,10,255,255,2066043100,4212522091,132,82,1,83,1555.188601,44.913004,1421927443,1421927443,24.809142,19.354666,0.000703,0.000555,0.000148,0,0,1,0,0,5,6,7,8,5,1,3,0,0
1000734727,46481,2511044101,6881,3,3,0.039511,1540,1644,31,29,4,4,0,292374.2813,314444.0938,16,18,255,255,3431433318,70124541,96,91,0,0,164.891579,4.207598,1421927443,1421927443,2.611933,2.263059,0.001139,0.001038,0.000101,0,0,0,0,0,8,8,10,9,4,1,4,0,0
1000734727,47707,2511044101,6881,3,3,0.044479,1540,1644,31,29,4,4,0,259718.0625,279322.8125,16,18,255,255,1286045993,2218141379,96,91,0,0,172.309587,4.686937,1421927443,1421927443,2.939333,2.339,0.005458,0.004715,0.000743,0,0,0,0,0,8,8,10,9,4,1,4,0,0
1000734729,27651,2511044096,6881,3,3,0.060936,1540,1644,31,29,4,4,0,189575.9531,203886.0469,16,18,255,255,4198917838,89927250,96,91,0,0,260.014142,8.071065,1421927443,1421927443,3.982267,3.557471,0.000725,0.000452,0.000273,0,0,0,0,0,4,12,16,6,4,1,5,0,0
1000734729,57194,2511044096,6881,3,3,0.060468,1540,1644,31,29,4,4,0,191043.2031,205464.0469,16,18,255,255,2053533253,2237628129,96,91,0,0,256.991765,7.709742,1421927443,1421927443,4.001133,3.523294,0.000922,0.000563,0.000359,0,0,0,0,0,4,12,16,6,4,1,5,0,0
1000734723,14306,2511044103,80,3,3,23.02706,1052,824,31,29,2,2,2,319.971375,257.783661,8,10,255,255,3596333523,1452017516,132,82,0,0,270392.7567,7105.8055,1421927420,1421927443,3275.290286,2558.501,0.000675,0.000538,0.000137,0,0,0,0,0,9,3,4,10,8,1,2,0,0
1000734722,30266,2511044099,80,3,3,25.474094,1052,824,31,29,2,2,2,289.235016,233.021042,8,10,255,255,4183814172,2039528633,132,82,0,0,301716.6581,8002.4005,1421927418,1421927443,3638.711857,2830.39,0.000726,0.000575,0.000151,0,0,0,0,0,2,4,6,7,2,1,1,0,0
1000734723,58220,2511044100,80,3,3,25.376249,1052,824,31,29,2,2,2,290.35025,233.919525,8,10,255,255,4123814247,1979526970,132,82,0,0,302589.8961,7964.8615,1421927418,1421927443,3624.858143,2819.5205,0.000718,0.000558,0.00016,0,0,0,0,0,9,4,5,10,8,1,2,0,0
1000734725,6645,2511044098,80,3,3,29.268066,1052,824,31,29,2,2,2,251.741943,202.814896,8,10,255,255,1914245977,4060854914,132,82,0,0,349700.7664,9196.527,1421927414,1421927443,4181.063143,3251.939,0.000774,0.000604,0.00017,0,0,0,0,0,6,10,7,4,4,1,1,0,0
1000734723,6051,2511044104,80,3,3,26.991116,1052,824,31,29,2,2,2,272.978699,219.924225,8,10,255,255,1138430365,1139528319,132,82,0,0,319680.6054,8470.284,1421927416,1421927443,3855.719429,2998.947,0.000742,0.000584,0.000158,0,0,0,0,0,9,6,5,10,8,1,2,0,0
1000734728,24415,2511044097,80,3,3,2.012737,1052,824,31,29,2,2,2,3660.686768,2949.217773,8,10,255,255,3195623742,1047152027,132,82,0,0,23926.44354,631.314438,1421927441,1421927443,287.378134,223.576891,0.000693,0.000537,0.000156,0,0,0,0,0,4,2,3,3,3,1,1,0,0
1000734720,47744,2511044104,80,3,3,9.113057,1052,824,31,29,2,2,2,808.510254,651.373047,8,10,255,255,1081016298,1082089395,132,82,0,0,108770.9068,2862.297,1421927434,1421927443,1301.687964,1012.501125,0.000685,0.000542,0.000143,0,0,0,0,0,6,6,5,7,6,1,1,0,0
1000734727,64065,2511044099,80,3,3,11.38493,1052,824,31,29,2,2,2,647.171326,521.390991,8,10,255,255,3938074693,3934936921,132,82,0,0,135260.1444,3569.34025,1421927432,1421927443,1626.326857,1264.933,0.000665,0.000528,0.000137,0,0,0,0,0,4,4,6,9,4,1,4,0,0
1000734725,34360,2511044105,80,3,3,13.468127,1052,824,31,29,2,2,2,547.069397,440.744263,8,10,255,255,588493881,2735070504,132,82,0,0,159722.0702,4231.306,1421927430,1421927443,1923.949786,1496.395625,0.000737,0.000561,0.000176,0,0,0,0,0,6,4,3,4,4,1,1,0,0
1000734723,48463,2511044100,80,3,3,16.012999,1052,824,31,29,2,2,2,460.12619,370.698853,8,10,255,255,1235979060,3382430571,132,82,0,0,189170.2003,5030.467,1421927427,1421927443,2287.419071,1779.1615,0.00068,0.000539,0.000141,0,0,0,0,0,9,4,5,10,8,1,2,0,0
1000734721,45041,2511044101,6881,3,3,0.141118,1540,1644,31,29,4,4,0,81860.57031,88039.79688,16,18,255,255,2268012211,138167915,96,91,0,0,841.7461,5.433112,1421927443,1421927443,9.375667,2.464294,0.100986,0.099224,0.001762,0,0,0,0,0,3,8,10,8,2,1,3,0,0
1000734729,60630,2511044096,6881,3,3,0.047284,1540,1644,31,29,4,4,0,244310.9688,262752.7188,16,18,255,255,4198914907,2244545522,96,91,0,0,200.909854,4.08053,1421927443,1421927443,3.1296,2.180059,0.011936,0.010222,0.001714,0,0,0,0,0,4,12,16,6,4,1,5,0,0
1000734721,26232,2511044100,80,3,3,24.033424,1052,824,31,29,2,2,2,306.573029,246.989349,8,10,255,255,790945882,792014234,132,82,0,0,284093.4627,7551.6205,1421927419,1421927443,3433.288286,2670.3165,0.000712,0.000565,0.000147,0,0,0,0,0,7,4,5,8,6,1,1,0,0
1000734721,50815,2511044096,80,3,3,27.092768,1052,824,31,29,2,2,2,271.954498,219.09906,8,10,255,255,958428266,959471661,132,82,0,0,322899.4759,8505.957,1421927416,1421927443,3870.316286,3010.246,0.000665,0.000544,0.000121,0,0,0,0,0,7,8,16,8,6,2,2,0,0
1000734720,3231,2511044101,80,3,3,28.78933,1052,824,31,29,2,2,2,255.928162,206.1875,8,10,255,255,2085914282,2086984013,132,82,0,0,343261.8686,9038.662,1421927414,1421927443,4112.567143,3198.74975,0.000731,0.000571,0.00016,0,0,0,0,0,6,4,10,7,6,1,2,0,0
1000734720,57998,2511044098,80,3,3,1.75201,1052,824,31,29,2,2,2,4205.455566,3388.108643,8,10,255,255,3315624083,3316685535,132,82,0,0,19535.05558,549.666438,1421927441,1421927443,250.235429,194.611781,0.000628,0.000496,0.000132,0,0,0,0,0,6,10,7,7,6,1,2,0,0
1000734725,39375,2511044102,80,3,3,5.042323,1052,824,31,29,2,2,2,1461.231201,1177.235107,8,10,255,255,1333534619,3484207504,132,82,0,0,59192.79187,1583.9535,1421927438,1421927443,720.277143,560.196875,0.000703,0.000543,0.00016,0,0,0,0,0,6,6,7,4,4,1,2,0,0
1000734720,17707,2511044099,25740,3,3,0.015244,320,1826,31,29,1,2,4,140120.7031,838625.0625,6,8,255,255,2793881588,42463536,53,228,0,0,173.032706,3.095377,1421927443,1421927443,2.8208,2.022857,0.002025,0.001076,0.000949,0,0,0,0,0,1,1,6,7,1,1,1,0,0
1000734721,39705,2511044101,6881,3,3,0.039414,1540,1644,31,29,4,4,0,293093.8125,315217.9375,16,18,255,255,2268013055,2286896308,96,91,0,0,155.870847,4.599347,1421927443,1421927443,2.6002,2.244412,0.002012,0.001258,0.000754,0,0,0,0,0,3,8,10,8,2,1,3,0,0
1000734722,8172,2511044096,6881,3,3,0.098104,1540,1644,31,29,4,4,0,117752.5859,126641.1172,16,18,255,255,2458917551,2192592466,96,91,0,0,556.107122,16.907891,1421927443,1421927443,6.4718,5.701176,0.002021,0.001182,0.000839,0,0,0,0,0,9,12,16,7,5,1,5,0,0
1000734724,46461,2511044102,6881,3,3,0.086391,1540,1644,31,29,4,4,0,133717.625,143811.2656,16,18,255,255,121013309,2308456242,96,91,0,0,371.096043,10.918383,1421927443,1421927443,5.736934,5.020353,0.001245,0.001044,0.000201,0,0,0,0,0,3,5,7,8,2,1,3,0,0
1000734727,32578,2511044101,6881,3,3,0.031747,1540,1644,31,29,4,4,0,363876.9063,391344.0938,16,18,255,255,1286044104,72636910,96,91,0,0,144.974285,3.348526,1421927443,1421927443,2.047133,1.837353,0.00064,0.000511,0.000129,0,0,0,0,0,8,8,10,9,4,1,4,0,0
1000734727,35600,2511044099,53,1,1,0.001195,146,178,31,29,0,0,1,488702.9063,595815.875,2,2,0,0,0,0,73,89,0,0,0,0,1421927443,1421927443,0.012,0.03,0,0,0,0,0,0,0,0,1,1,6,9,1,1,4,0,0
1000734724,1822,2511044096,80,3,3,19.05183,1052,824,31,29,2,2,2,386.734497,311.571106,8,10,255,255,1523468486,1524630880,132,82,0,0,226093.0139,5986.259,1421927424,1421927443,2721.580786,2116.80925,0.000683,0.000538,0.000145,0,0,0,0,0,5,8,16,8,5,1,1,0,0
1000734723,21777,2511044098,80,3,3,20.291468,1052,824,31,29,2,2,2,363.108276,292.536743,8,10,255,255,2893041425,2889950162,132,82,0,0,241769.2132,6368.1995,1421927423,1421927443,2898.695,2254.5475,0.000669,0.000531,0.000138,0,0,0,0,0,9,10,7,10,8,1,1,0,0
1000734723,35730,2511044104,80,3,3,20.933847,1052,824,31,29,2,2,2,351.965881,283.559906,8,10,255,255,443461976,444641122,132,82,0,0,248097.4897,6912.095,1421927422,1421927443,2990.473357,2616.6605,0.000693,0.000556,0.000137,0,0,0,0,0,9,6,5,10,8,1,2,0,0
1000734727,16315,2511044099,80,3,3,21.034044,1052,824,31,29,2,2,2,350.289276,282.209167,8,10,255,255,323467630,324540409,132,82,0,0,250267.8169,6609.497,1421927422,1421927443,3004.773286,2337.05375,0.000703,0.000557,0.000146,0,0,0,0,0,4,4,6,9,4,1,4,0,0
1000734720,11654,2511044101,80,3,3,26.464136,1052,824,31,29,2,2,2,278.41452,224.303558,8,10,255,255,3523815211,1379612468,132,82,0,0,314972.088,8315.2745,1421927417,1421927443,3780.422857,2940.39425,0.000718,0.000581,0.000137,0,0,0,0,0,6,4,10,7,6,1,2,0,0
1000734724,40460,2511044097,80,3,3,26.295465,1052,824,31,29,2,2,2,280.200409,225.74234,8,10,255,255,3583814558,1439513866,132,82,0,0,313621.1946,8255.1415,1421927417,1421927443,3756.384,2921.651,0.000759,0.000594,0.000165,0,0,0,0,0,5,2,3,8,5,1,1,0,0
1000734721,42173,2511044101,80,3,3,28.563492,1052,824,31,29,2,2,2,257.95166,207.817734,8,10,255,255,2268009183,119520435,132,82,0,0,339798.1576,8942.775,1421927415,1421927443,4080.433143,3173.656,0.000712,0.00058,0.000132,0,0,0,0,0,7,4,10,8,6,1,3,0,0
1000734727,14584,2511044099,80,3,3,28.305147,1052,824,31,29,2,2,2,260.306,209.714508,8,10,255,255,2448011958,299570376,132,82,0,0,336356.8547,8893.134,1421927415,1421927443,4043.424,3144.95225,0.000731,0.000571,0.00016,0,0,0,0,0,4,4,6,9,4,1,4,0,0
1000734721,50815,2511044096,80,3,3,27.092768,1052,824,31,29,2,2,2,271.954498,219.09906,8,10,255,255,958428266,959471661,132,82,1,3924,322899.4759,8505.957,1421927416,1421927443,3870.316286,3010.246,0.000665,0.000544,0.000121,0,0,2,0,0,7,8,16,8,6,2,2,0,0
